OperationId,OperationName,FieldKey,NonZeroCount,DistinctValueCount,SampleValues,TokenRenderings,SemanticSummary,Confidence,TriageBucket,TriageScore,TriageNotes,ContextTags,Notes
19,MORALE_CHANGE,ExtData[0].Val3,105,3,"1, 4, 6",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,48,105 non-zero rows; ext-data slot.,"Damage, Heal","105 non-zero observation(s) across 129 component row(s); example component ids: 10150, 11178, 11199, 11225, 11244, 11403, 1174, 1175, 12234, 12517, 12577, 1305. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[0].Val4,105,2,"8, 9",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,46,105 non-zero rows; ext-data slot.,"Damage, Heal","105 non-zero observation(s) across 129 component row(s); example component ids: 10150, 11178, 11199, 11225, 11244, 11403, 1174, 1175, 12234, 12517, 12577, 1305. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[0].Val5,10,2,"3, 6",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,41,ext-data slot.,"Damage, Heal","10 non-zero observation(s) across 129 component row(s); example component ids: 12517, 12577, 14179, 14180, 14181, 14182, 14183, 14184, 3000, 9005. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[0].Val6,19,15,"100, 1291, 201, 214, 255, 400, 404, 570, 725, 908, 9199, 9229",(none),This field includes raw values that match known RequirementId rows in abilityrequirementexport.bin.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","19 non-zero observation(s) across 129 component row(s); example component ids: 11403, 12234, 12517, 12577, 14180, 3000, 3154, 4108, 7096, 7101, 8204, 8231. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. 2 distinct value(s) in this field match known RequirementId rows; example requirement ids: 9199, 9229."
19,MORALE_CHANGE,ExtData[0].Val7,60,11,"1, 10, 1800, 2, 20, 4, 5, 50, 6, 7, 75",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,62,11 distinct values; ext-data slot.,"Damage, Heal","60 non-zero observation(s) across 129 component row(s); example component ids: 10150, 11178, 11199, 11225, 11244, 11403, 1174, 1175, 1305, 13101, 1328, 13571. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[0].Val8,3,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,39,ext-data slot.,"Damage, Heal","3 non-zero observation(s) across 129 component row(s); example component ids: 535, 8166, 978. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[0].Val9,34,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,40,ext-data slot.,"Damage, Heal","34 non-zero observation(s) across 129 component row(s); example component ids: 16120, 16121, 16122, 16123, 16124, 16125, 16126, 16127, 16128, 16129, 16130, 16131. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[1].Val1,66,2,"1, 2",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,44,ext-data slot.,"Damage, Heal","66 non-zero observation(s) across 129 component row(s); example component ids: 10150, 10154, 11244, 11403, 12538, 1305, 14179, 14180, 14181, 14182, 14183, 14184. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[1].Val2,66,7,"10, 11, 17, 2, 6, 88, 9",(none),ExtData slot 1 Val2 — ComponentOperation type code for this ext-data expression slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","66 non-zero observation(s) across 129 component row(s); example component ids: 10150, 10154, 11244, 11403, 12538, 1305, 14179, 14180, 14181, 14182, 14183, 14184. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Across all component operations in the extracted client BIN, ExtData Val2 consistently encodes a ComponentOperation-family type code identifying what kind of effect the slot describes (DAMAGE, STAT_CHANGE, HEAL, AP_CHANGE, etc.). 54 of 66 observed values (81%) resolve to a named ComponentOperation. Dominant observed values: 2=STAT_CHANGE x38, 88 x12, 6=AP_CHANGE x8, 9=INTERRUPT x5, 10=RESSURRECT x1, 11=DISPEL_BUFF x1, 17=AP_REGEN_CHANGE x1. Values not yet present in the ComponentOperation enum represent undocumented operation type codes observed in client data."
19,MORALE_CHANGE,ExtData[1].Val3,66,4,"1, 4, 5, 6",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,48,ext-data slot.,"Damage, Heal","66 non-zero observation(s) across 129 component row(s); example component ids: 10150, 10154, 11244, 11403, 12538, 1305, 14179, 14180, 14181, 14182, 14183, 14184. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[1].Val4,66,2,"8, 9",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,44,ext-data slot.,"Damage, Heal","66 non-zero observation(s) across 129 component row(s); example component ids: 10150, 10154, 11244, 11403, 12538, 1305, 14179, 14180, 14181, 14182, 14183, 14184. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[1].Val5,2,1,3,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,39,ext-data slot.,"Damage, Heal","2 non-zero observation(s) across 129 component row(s); example component ids: 12538, 8332. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[1].Val6,14,8,"100, 1003, 164, 239, 4015, 580, 9015, 947",(none),This field includes raw values that match known RequirementId rows in abilityrequirementexport.bin.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","14 non-zero observation(s) across 129 component row(s); example component ids: 10150, 10154, 11244, 11403, 12538, 1305, 1538, 4108, 535, 569, 8569, 9550. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. 1 distinct value(s) in this field match known RequirementId rows; example requirement ids: 9015."
19,MORALE_CHANGE,ExtData[1].Val7,60,3,"1, 25, 3",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,46,ext-data slot.,"Damage, Heal","60 non-zero observation(s) across 129 component row(s); example component ids: 10150, 10154, 11244, 11403, 14179, 14180, 14181, 14182, 14183, 14184, 1538, 16120. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[1].Val9,3,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,39,ext-data slot.,"Damage, Heal","3 non-zero observation(s) across 129 component row(s); example component ids: 11244, 4108, 535. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[2].Val1,15,2,"1, 2",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,41,ext-data slot.,"Damage, Heal","15 non-zero observation(s) across 129 component row(s); example component ids: 11403, 21065, 21066, 21067, 21068, 21069, 21070, 21071, 21072, 21073, 21074, 21075. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[2].Val2,15,4,"10, 15, 17, 9",(none),ExtData slot 2 Val2 — ComponentOperation type code for this ext-data expression slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","15 non-zero observation(s) across 129 component row(s); example component ids: 11403, 21065, 21066, 21067, 21068, 21069, 21070, 21071, 21072, 21073, 21074, 21075. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Across all component operations in the extracted client BIN, ExtData Val2 consistently encodes a ComponentOperation-family type code identifying what kind of effect the slot describes (DAMAGE, STAT_CHANGE, HEAL, AP_CHANGE, etc.). 15 of 15 observed values (100%) resolve to a named ComponentOperation. Dominant observed values: 15=EFFECT_BUFF x12, 10=RESSURRECT x1, 17=AP_REGEN_CHANGE x1, 9=INTERRUPT x1. Values not yet present in the ComponentOperation enum represent undocumented operation type codes observed in client data."
19,MORALE_CHANGE,ExtData[2].Val3,15,3,"1, 4, 6",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,43,ext-data slot.,"Damage, Heal","15 non-zero observation(s) across 129 component row(s); example component ids: 11403, 21065, 21066, 21067, 21068, 21069, 21070, 21071, 21072, 21073, 21074, 21075. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[2].Val4,15,1,8,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,39,ext-data slot.,"Damage, Heal","15 non-zero observation(s) across 129 component row(s); example component ids: 11403, 21065, 21066, 21067, 21068, 21069, 21070, 21071, 21072, 21073, 21074, 21075. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[2].Val6,2,2,"100, 9100",(none),This field includes raw values that match known RequirementId rows in abilityrequirementexport.bin.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","2 non-zero observation(s) across 129 component row(s); example component ids: 3060, 4108. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. 1 distinct value(s) in this field match known RequirementId rows; example requirement ids: 9100."
19,MORALE_CHANGE,ExtData[2].Val7,13,2,"1, 35",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,41,ext-data slot.,"Damage, Heal","13 non-zero observation(s) across 129 component row(s); example component ids: 21065, 21066, 21067, 21068, 21069, 21070, 21071, 21072, 21073, 21074, 21075, 21076. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[2].Val9,12,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,39,ext-data slot.,"Damage, Heal","12 non-zero observation(s) across 129 component row(s); example component ids: 21065, 21066, 21067, 21068, 21069, 21070, 21071, 21072, 21073, 21074, 21075, 21076. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[3].Val1,12,1,2,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,39,ext-data slot.,"Damage, Heal","12 non-zero observation(s) across 129 component row(s); example component ids: 21065, 21066, 21067, 21068, 21069, 21070, 21071, 21072, 21073, 21074, 21075, 21076. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[3].Val2,12,1,2,(none),ExtData slot 3 Val2 — ComponentOperation type code for this ext-data expression slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","12 non-zero observation(s) across 129 component row(s); example component ids: 21065, 21066, 21067, 21068, 21069, 21070, 21071, 21072, 21073, 21074, 21075, 21076. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Across all component operations in the extracted client BIN, ExtData Val2 consistently encodes a ComponentOperation-family type code identifying what kind of effect the slot describes (DAMAGE, STAT_CHANGE, HEAL, AP_CHANGE, etc.). 12 of 12 observed values (100%) resolve to a named ComponentOperation. Dominant observed values: 2=STAT_CHANGE x12. Values not yet present in the ComponentOperation enum represent undocumented operation type codes observed in client data."
19,MORALE_CHANGE,ExtData[3].Val3,12,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,39,ext-data slot.,"Damage, Heal","12 non-zero observation(s) across 129 component row(s); example component ids: 21065, 21066, 21067, 21068, 21069, 21070, 21071, 21072, 21073, 21074, 21075, 21076. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[3].Val4,12,1,8,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,39,ext-data slot.,"Damage, Heal","12 non-zero observation(s) across 129 component row(s); example component ids: 21065, 21066, 21067, 21068, 21069, 21070, 21071, 21072, 21073, 21074, 21075, 21076. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[3].Val7,12,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,39,ext-data slot.,"Damage, Heal","12 non-zero observation(s) across 129 component row(s); example component ids: 21065, 21066, 21067, 21068, 21069, 21070, 21071, 21072, 21073, 21074, 21075, 21076. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
19,MORALE_CHANGE,ExtData[7].Val1,1,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,39,ext-data slot.,"Damage, Heal",1 non-zero observation(s) across 129 component row(s); example component ids: 21590. Layouts: u32-values. No client-token evidence or manual override exists yet for this field.
19,MORALE_CHANGE,ExtData[7].Val2,1,1,88,(none),ExtData slot 7 Val2 — ComponentOperation type code for this ext-data expression slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","1 non-zero observation(s) across 129 component row(s); example component ids: 21590. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Across all component operations in the extracted client BIN, ExtData Val2 consistently encodes a ComponentOperation-family type code identifying what kind of effect the slot describes (DAMAGE, STAT_CHANGE, HEAL, AP_CHANGE, etc.). 0 of 1 observed values (0%) resolve to a named ComponentOperation. Dominant observed values: 88 x1. Values not yet present in the ComponentOperation enum represent undocumented operation type codes observed in client data."
19,MORALE_CHANGE,ExtData[7].Val3,1,1,7,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,39,ext-data slot.,"Damage, Heal",1 non-zero observation(s) across 129 component row(s); example component ids: 21590. Layouts: u32-values. No client-token evidence or manual override exists yet for this field.
19,MORALE_CHANGE,ExtData[7].Val4,1,1,8,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,39,ext-data slot.,"Damage, Heal",1 non-zero observation(s) across 129 component row(s); example component ids: 21590. Layouts: u32-values. No client-token evidence or manual override exists yet for this field.
19,MORALE_CHANGE,ExtData[7].Val5,1,1,3,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,39,ext-data slot.,"Damage, Heal",1 non-zero observation(s) across 129 component row(s); example component ids: 21590. Layouts: u32-values. No client-token evidence or manual override exists yet for this field.
18,MORALE_REGEN_CHANGE,Duration,23,8,"10000, 120000, 15000, 20000, 30000, 5000, 7000, 90000","DURA_HOURS, DURA_MINUTES, DURA_SECONDS",read the selected component's Duration field and format it as hours. read the selected component's Duration field and format it as minutes. read the selected component's Duration field and format it as seconds.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,Damage,"23 non-zero observation(s) across 27 component row(s); example component ids: 1051, 1106, 11259, 1145, 12360, 14226, 15103, 17905, 26240, 4035, 4056, 4058. Layouts: u32-values. No direct operation-specific token evidence exists yet. These rows come from the same field key observed in other component operations and are therefore inferred for this operation."
18,MORALE_REGEN_CHANGE,Interval,1,1,1000,FREQ_SECONDS,read the selected component's Interval field and format it as seconds.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,Damage,1 non-zero observation(s) across 27 component row(s); example component ids: 11259. Layouts: u32-values. No direct operation-specific token evidence exists yet. These rows come from the same field key observed in other component operations and are therefore inferred for this operation.
18,MORALE_REGEN_CHANGE,Radius,4,4,"140, 240, 3000, 80",RADI_FEET,read the selected component's Radius field and format it as feet.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,Damage,"4 non-zero observation(s) across 27 component row(s); example component ids: 23712, 4056, 4713, 4739. Layouts: u32-values. No direct operation-specific token evidence exists yet. These rows come from the same field key observed in other component operations and are therefore inferred for this operation."
18,MORALE_REGEN_CHANGE,FlagsRaw,1,1,1,(none),Packed raw flag bitfield for the component payload.,Structural,Low,12,flag bitfield candidate; structural role inferred.,Damage,"1 non-zero observation(s) across 27 component row(s); example component ids: 1145. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This structural inference comes from the explicit client field name and the recurring raw bit-pattern values in extracted client BIN rows. The client field name is explicit, but the exact meaning of each bit is still operation-specific and unresolved. Value-note bit positions are zero-based. Dominant raw values: 1 x1. Exact per-bit retail semantics are still unresolved; use the value-profile evidence to inspect recurring flag combinations."
18,MORALE_REGEN_CHANGE,Value08,3,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,2,Low-signal unknown field.,Damage,"3 non-zero observation(s) across 27 component row(s); example component ids: 14224, 15538, 23712. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,Value15,25,2,"4, 8",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,5,Low-signal unknown field.,Damage,"25 non-zero observation(s) across 27 component row(s); example component ids: 1051, 1106, 11259, 1145, 12360, 14224, 14226, 15103, 15538, 17905, 23712, 4035. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,Value[0],26,10,"-100, -10000, -20, -25, -50, 100, 20, 25, 5, 500",VAL0,read the selected component's Value[0] field and insert the raw numeric result into client text.,Confirmed,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,Damage,"26 non-zero observation(s) across 27 component row(s); example component ids: 1051, 1106, 11259, 1145, 12360, 14224, 14226, 15103, 17905, 23712, 26240, 4035. Layouts: u32-values. Client-token evidence comes from extracted ability text. Londo rows are last-resort toolkit references and should be treated cautiously."
18,MORALE_REGEN_CHANGE,Multiplier[0],27,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,multiplier-array noise.,Damage,"27 non-zero observation(s) across 27 component row(s); example component ids: 1051, 1106, 11259, 1145, 12360, 14224, 14226, 15103, 15538, 17905, 23712, 26240. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,Multiplier[1],27,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,multiplier-array noise.,Damage,"27 non-zero observation(s) across 27 component row(s); example component ids: 1051, 1106, 11259, 1145, 12360, 14224, 14226, 15103, 15538, 17905, 23712, 26240. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,Multiplier[2],27,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,multiplier-array noise.,Damage,"27 non-zero observation(s) across 27 component row(s); example component ids: 1051, 1106, 11259, 1145, 12360, 14224, 14226, 15103, 15538, 17905, 23712, 26240. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,Multiplier[3],27,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,multiplier-array noise.,Damage,"27 non-zero observation(s) across 27 component row(s); example component ids: 1051, 1106, 11259, 1145, 12360, 14224, 14226, 15103, 15538, 17905, 23712, 26240. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,Multiplier[4],27,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,multiplier-array noise.,Damage,"27 non-zero observation(s) across 27 component row(s); example component ids: 1051, 1106, 11259, 1145, 12360, 14224, 14226, 15103, 15538, 17905, 23712, 26240. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,Multiplier[5],27,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,multiplier-array noise.,Damage,"27 non-zero observation(s) across 27 component row(s); example component ids: 1051, 1106, 11259, 1145, 12360, 14224, 14226, 15103, 15538, 17905, 23712, 26240. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,Multiplier[6],27,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,multiplier-array noise.,Damage,"27 non-zero observation(s) across 27 component row(s); example component ids: 1051, 1106, 11259, 1145, 12360, 14224, 14226, 15103, 15538, 17905, 23712, 26240. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,Multiplier[7],27,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,multiplier-array noise.,Damage,"27 non-zero observation(s) across 27 component row(s); example component ids: 1051, 1106, 11259, 1145, 12360, 14224, 14226, 15103, 15538, 17905, 23712, 26240. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,ExtData[0].Val1,17,2,"1, 2",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,39,ext-data slot.,Damage,"17 non-zero observation(s) across 27 component row(s); example component ids: 11259, 12360, 14224, 14226, 17905, 23712, 4056, 4058, 4713, 4739, 7845, 7846. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,ExtData[0].Val2,17,4,"2, 27, 33, 4",(none),ExtData slot 0 Val2 — ComponentOperation type code for this ext-data expression slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,Damage,"17 non-zero observation(s) across 27 component row(s); example component ids: 11259, 12360, 14224, 14226, 17905, 23712, 4056, 4058, 4713, 4739, 7845, 7846. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Across all component operations in the extracted client BIN, ExtData Val2 consistently encodes a ComponentOperation-family type code identifying what kind of effect the slot describes (DAMAGE, STAT_CHANGE, HEAL, AP_CHANGE, etc.). 15 of 17 observed values (88%) resolve to a named ComponentOperation. Dominant observed values: 33=AUTO_ATTACK_ADJUST x7, 2=STAT_CHANGE x5, 4=DAMAGE_CHANGE x3, 27 x2. Values not yet present in the ComponentOperation enum represent undocumented operation type codes observed in client data."
18,MORALE_REGEN_CHANGE,ExtData[0].Val3,17,4,"1, 4, 6, 7",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,43,ext-data slot.,Damage,"17 non-zero observation(s) across 27 component row(s); example component ids: 11259, 12360, 14224, 14226, 17905, 23712, 4056, 4058, 4713, 4739, 7845, 7846. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,ExtData[0].Val4,17,1,8,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,37,ext-data slot.,Damage,"17 non-zero observation(s) across 27 component row(s); example component ids: 11259, 12360, 14224, 14226, 17905, 23712, 4056, 4058, 4713, 4739, 7845, 7846. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,ExtData[0].Val6,7,7,"9205, 9206, 9207, 9208, 9209, 9210, 9211",(none),Exact raw values in this field match known RequirementId rows in abilityrequirementexport.bin.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,Damage,"7 non-zero observation(s) across 27 component row(s); example component ids: 7845, 7846, 7847, 7848, 7849, 7850, 7851. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Every distinct observed value in this field matches a known RequirementId; example requirement ids: 9205, 9206, 9207, 9208, 9209, 9210, 9211."
18,MORALE_REGEN_CHANGE,ExtData[0].Val7,8,4,"1, 1800, 2000, 720",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,43,ext-data slot.,Damage,"8 non-zero observation(s) across 27 component row(s); example component ids: 11259, 12360, 14224, 14226, 17905, 23712, 4056, 4058. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,ExtData[0].Val8,3,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,37,ext-data slot.,Damage,"3 non-zero observation(s) across 27 component row(s); example component ids: 14224, 14226, 17905. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,ExtData[0].Val9,9,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,37,ext-data slot.,Damage,"9 non-zero observation(s) across 27 component row(s); example component ids: 4713, 4739, 7845, 7846, 7847, 7848, 7849, 7850, 7851. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,ExtData[1].Val1,2,2,"2, 3",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,39,ext-data slot.,Damage,"2 non-zero observation(s) across 27 component row(s); example component ids: 14224, 23712. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,ExtData[1].Val2,2,2,"10, 4",(none),ExtData slot 1 Val2 — ComponentOperation type code for this ext-data expression slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,Damage,"2 non-zero observation(s) across 27 component row(s); example component ids: 14224, 23712. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Across all component operations in the extracted client BIN, ExtData Val2 consistently encodes a ComponentOperation-family type code identifying what kind of effect the slot describes (DAMAGE, STAT_CHANGE, HEAL, AP_CHANGE, etc.). 2 of 2 observed values (100%) resolve to a named ComponentOperation. Dominant observed values: 10=RESSURRECT x1, 4=DAMAGE_CHANGE x1. Values not yet present in the ComponentOperation enum represent undocumented operation type codes observed in client data."
18,MORALE_REGEN_CHANGE,ExtData[1].Val3,2,2,"1, 4",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,39,ext-data slot.,Damage,"2 non-zero observation(s) across 27 component row(s); example component ids: 14224, 23712. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,ExtData[1].Val4,2,1,8,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,37,ext-data slot.,Damage,"2 non-zero observation(s) across 27 component row(s); example component ids: 14224, 23712. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,ExtData[1].Val6,1,1,9285,(none),Exact raw values in this field match known RequirementId rows in abilityrequirementexport.bin.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,Damage,1 non-zero observation(s) across 27 component row(s); example component ids: 14224. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Every distinct observed value in this field matches a known RequirementId; example requirement ids: 9285.
18,MORALE_REGEN_CHANGE,ExtData[1].Val7,2,2,"1, 3000",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,39,ext-data slot.,Damage,"2 non-zero observation(s) across 27 component row(s); example component ids: 14224, 23712. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,ExtData[1].Val8,2,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,37,ext-data slot.,Damage,"2 non-zero observation(s) across 27 component row(s); example component ids: 14224, 23712. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
18,MORALE_REGEN_CHANGE,ExtData[1].Val9,1,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,37,ext-data slot.,Damage,1 non-zero observation(s) across 27 component row(s); example component ids: 14224. Layouts: u32-values. No client-token evidence or manual override exists yet for this field.
0,NONE,Duration,1,1,60000,"DURA_HOURS, DURA_MINUTES, DURA_SECONDS",read the selected component's Duration field and format it as hours. read the selected component's Duration field and format it as minutes. read the selected component's Duration field and format it as seconds.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,,1 non-zero observation(s) across 123 component row(s); example component ids: 11028. Layouts: u32-values. No direct operation-specific token evidence exists yet. These rows come from the same field key observed in other component operations and are therefore inferred for this operation.
0,NONE,Value08,1,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,2,Low-signal unknown field.,,1 non-zero observation(s) across 123 component row(s); example component ids: 28595. Layouts: u32-values. No client-token evidence or manual override exists yet for this field.
0,NONE,Multiplier[0],122,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,122 non-zero rows; multiplier-array noise.,,"122 non-zero observation(s) across 123 component row(s); example component ids: 11028, 25701, 25702, 25703, 25704, 25705, 25706, 25707, 25708, 25709, 25710, 25711. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
